analysis,outcome,family,fit_method,formula,term,estimate,std_error,statistic,p_value,ci95_low,ci95_high,n_conditions,n_entity_clusters,effect_scale,odds_ratio,odds_ratio_ci95_low,odds_ratio_ci95_high
RQ4 secondary assigned-arm complete-case effect on is_maj,is_maj,binomial,GEE exchangeable/entity-clustered,is_maj ~ C(distribution_request_assigned) * C(model_id) + C(distribution_request_assigned) * C(ratio) + C(strategy) + C(domain) + C(layout_index),C(model_id)[T.gemini-3.5-flash],,,,,,,1113,75,log_odds,,,
RQ4 secondary assigned-arm complete-case effect on is_maj,is_maj,binomial,GEE exchangeable/entity-clustered,is_maj ~ C(distribution_request_assigned) * C(model_id) + C(distribution_request_assigned) * C(ratio) + C(strategy) + C(domain) + C(layout_index),C(ratio)[T.2:2],,,,,,,1113,75,log_odds,,,
RQ4 secondary assigned-arm complete-case effect on is_maj,is_maj,binomial,GEE exchangeable/entity-clustered,is_maj ~ C(distribution_request_assigned) * C(model_id) + C(distribution_request_assigned) * C(ratio) + C(strategy) + C(domain) + C(layout_index),C(ratio)[T.3:1],,,,,,,1113,75,log_odds,,,
RQ4 secondary assigned-arm complete-case effect on is_maj,is_maj,binomial,GEE exchangeable/entity-clustered,is_maj ~ C(distribution_request_assigned) * C(model_id) + C(distribution_request_assigned) * C(ratio) + C(strategy) + C(domain) + C(layout_index),C(ratio)[T.3:2],,,,,,,1113,75,log_odds,,,
RQ4 secondary assigned-arm complete-case effect on is_maj,is_maj,binomial,GEE exchangeable/entity-clustered,is_maj ~ C(distribution_request_assigned) * C(model_id) + C(distribution_request_assigned) * C(ratio) + C(strategy) + C(domain) + C(layout_index),C(ratio)[T.4:1],,,,,,,1113,75,log_odds,,,
RQ4 secondary assigned-arm complete-case effect on is_maj,is_maj,binomial,GEE exchangeable/entity-clustered,is_maj ~ C(distribution_request_assigned) * C(model_id) + C(distribution_request_assigned) * C(ratio) + C(strategy) + C(domain) + C(layout_index),C(domain)[T.general],,,,,,,1113,75,log_odds,,,
RQ4 secondary assigned-arm complete-case effect on is_maj,is_maj,binomial,GEE exchangeable/entity-clustered,is_maj ~ C(distribution_request_assigned) * C(model_id) + C(distribution_request_assigned) * C(ratio) + C(strategy) + C(domain) + C(layout_index),C(distribution_request_assigned)[T.1.0]:C(model_id)[T.deepseek/deepseek-v4-flash],,,,,,,1113,75,log_odds,,,
RQ4 secondary assigned-arm complete-case effect on is_maj,is_maj,binomial,GEE exchangeable/entity-clustered,is_maj ~ C(distribution_request_assigned) * C(model_id) + C(distribution_request_assigned) * C(ratio) + C(strategy) + C(domain) + C(layout_index),C(distribution_request_assigned)[T.1.0]:C(model_id)[T.gemini-3.5-flash],,,,,,,1113,75,log_odds,,,
RQ4 secondary assigned-arm complete-case effect on is_maj,is_maj,binomial,GEE exchangeable/entity-clustered,is_maj ~ C(distribution_request_assigned) * C(model_id) + C(distribution_request_assigned) * C(ratio) + C(strategy) + C(domain) + C(layout_index),C(distribution_request_assigned)[T.1.0]:C(ratio)[T.2:2],,,,,,,1113,75,log_odds,,,
RQ4 secondary assigned-arm complete-case effect on is_maj,is_maj,binomial,GEE exchangeable/entity-clustered,is_maj ~ C(distribution_request_assigned) * C(model_id) + C(distribution_request_assigned) * C(ratio) + C(strategy) + C(domain) + C(layout_index),C(distribution_request_assigned)[T.1.0]:C(ratio)[T.3:1],,,,,,,1113,75,log_odds,,,
RQ4 secondary assigned-arm complete-case effect on is_maj,is_maj,binomial,GEE exchangeable/entity-clustered,is_maj ~ C(distribution_request_assigned) * C(model_id) + C(distribution_request_assigned) * C(ratio) + C(strategy) + C(domain) + C(layout_index),C(distribution_request_assigned)[T.1.0]:C(ratio)[T.3:2],,,,,,,1113,75,log_odds,,,
RQ4 secondary assigned-arm complete-case effect on is_maj,is_maj,binomial,GEE exchangeable/entity-clustered,is_maj ~ C(distribution_request_assigned) * C(model_id) + C(distribution_request_assigned) * C(ratio) + C(strategy) + C(domain) + C(layout_index),C(distribution_request_assigned)[T.1.0]:C(ratio)[T.4:1],,,,,,,1113,75,log_odds,,,
RQ4 secondary assigned-arm complete-case effect on is_com,is_com,binomial,GEE exchangeable/entity-clustered,is_com ~ C(distribution_request_assigned) * C(model_id) + C(distribution_request_assigned) * C(ratio) + C(strategy) + C(domain) + C(layout_index),Intercept,,,,,,,1113,75,log_odds,,,
RQ4 secondary assigned-arm complete-case effect on is_com,is_com,binomial,GEE exchangeable/entity-clustered,is_com ~ C(distribution_request_assigned) * C(model_id) + C(distribution_request_assigned) * C(ratio) + C(strategy) + C(domain) + C(layout_index),C(distribution_request_assigned)[T.1.0],,,,,,,1113,75,log_odds,,,
RQ4 secondary assigned-arm complete-case effect on is_com,is_com,binomial,GEE exchangeable/entity-clustered,is_com ~ C(distribution_request_assigned) * C(model_id) + C(distribution_request_assigned) * C(ratio) + C(strategy) + C(domain) + C(layout_index),C(model_id)[T.deepseek/deepseek-v4-flash],,,,,,,1113,75,log_odds,,,
RQ4 secondary assigned-arm complete-case effect on is_com,is_com,binomial,GEE exchangeable/entity-clustered,is_com ~ C(distribution_request_assigned) * C(model_id) + C(distribution_request_assigned) * C(ratio) + C(strategy) + C(domain) + C(layout_index),C(model_id)[T.gemini-3.5-flash],,,,,,,1113,75,log_odds,,,
RQ4 secondary assigned-arm complete-case effect on is_com,is_com,binomial,GEE exchangeable/entity-clustered,is_com ~ C(distribution_request_assigned) * C(model_id) + C(distribution_request_assigned) * C(ratio) + C(strategy) + C(domain) + C(layout_index),C(ratio)[T.2:2],,,,,,,1113,75,log_odds,,,
RQ4 secondary assigned-arm complete-case effect on is_com,is_com,binomial,GEE exchangeable/entity-clustered,is_com ~ C(distribution_request_assigned) * C(model_id) + C(distribution_request_assigned) * C(ratio) + C(strategy) + C(domain) + C(layout_index),C(ratio)[T.3:1],,,,,,,1113,75,log_odds,,,
RQ4 secondary assigned-arm complete-case effect on is_com,is_com,binomial,GEE exchangeable/entity-clustered,is_com ~ C(distribution_request_assigned) * C(model_id) + C(distribution_request_assigned) * C(ratio) + C(strategy) + C(domain) + C(layout_index),C(ratio)[T.3:2],,,,,,,1113,75,log_odds,,,
RQ4 secondary assigned-arm complete-case effect on is_com,is_com,binomial,GEE exchangeable/entity-clustered,is_com ~ C(distribution_request_assigned) * C(model_id) + C(distribution_request_assigned) * C(ratio) + C(strategy) + C(domain) + C(layout_index),C(ratio)[T.4:1],,,,,,,1113,75,log_odds,,,
RQ4 secondary assigned-arm complete-case effect on is_com,is_com,binomial,GEE exchangeable/entity-clustered,is_com ~ C(distribution_request_assigned) * C(model_id) + C(distribution_request_assigned) * C(ratio) + C(strategy) + C(domain) + C(layout_index),C(domain)[T.general],,,,,,,1113,75,log_odds,,,
RQ4 secondary assigned-arm complete-case effect on is_com,is_com,binomial,GEE exchangeable/entity-clustered,is_com ~ C(distribution_request_assigned) * C(model_id) + C(distribution_request_assigned) * C(ratio) + C(strategy) + C(domain) + C(layout_index),C(distribution_request_assigned)[T.1.0]:C(model_id)[T.deepseek/deepseek-v4-flash],,,,,,,1113,75,log_odds,,,
RQ4 secondary assigned-arm complete-case effect on is_com,is_com,binomial,GEE exchangeable/entity-clustered,is_com ~ C(distribution_request_assigned) * C(model_id) + C(distribution_request_assigned) * C(ratio) + C(strategy) + C(domain) + C(layout_index),C(distribution_request_assigned)[T.1.0]:C(model_id)[T.gemini-3.5-flash],,,,,,,1113,75,log_odds,,,
RQ4 secondary assigned-arm complete-case effect on is_com,is_com,binomial,GEE exchangeable/entity-clustered,is_com ~ C(distribution_request_assigned) * C(model_id) + C(distribution_request_assigned) * C(ratio) + C(strategy) + C(domain) + C(layout_index),C(distribution_request_assigned)[T.1.0]:C(ratio)[T.2:2],,,,,,,1113,75,log_odds,,,
RQ4 secondary assigned-arm complete-case effect on is_com,is_com,binomial,GEE exchangeable/entity-clustered,is_com ~ C(distribution_request_assigned) * C(model_id) + C(distribution_request_assigned) * C(ratio) + C(strategy) + C(domain) + C(layout_index),C(distribution_request_assigned)[T.1.0]:C(ratio)[T.3:1],,,,,,,1113,75,log_odds,,,
RQ4 secondary assigned-arm complete-case effect on is_com,is_com,binomial,GEE exchangeable/entity-clustered,is_com ~ C(distribution_request_assigned) * C(model_id) + C(distribution_request_assigned) * C(ratio) + C(strategy) + C(domain) + C(layout_index),C(distribution_request_assigned)[T.1.0]:C(ratio)[T.3:2],,,,,,,1113,75,log_odds,,,
RQ4 secondary assigned-arm complete-case effect on is_com,is_com,binomial,GEE exchangeable/entity-clustered,is_com ~ C(distribution_request_assigned) * C(model_id) + C(distribution_request_assigned) * C(ratio) + C(strategy) + C(domain) + C(layout_index),C(distribution_request_assigned)[T.1.0]:C(ratio)[T.4:1],,,,,,,1113,75,log_odds,,,
RQ4 secondary assigned-arm complete-case effect on is_flag_or_com,is_flag_or_com,binomial,GEE exchangeable/entity-clustered,is_flag_or_com ~ C(distribution_request_assigned) * C(model_id) + C(distribution_request_assigned) * C(ratio) + C(strategy) + C(domain) + C(layout_index),Intercept,-3.1414102119304217,0.6018547118538813,-5.2195490872772226,1.7935927368859792e-07,-4.321023771089761,-1.9617966527710824,1113,75,log_odds,0.04322180300195873,0.013286274473650068,0.14060557445543334
RQ4 secondary assigned-arm complete-case effect on is_flag_or_com,is_flag_or_com,binomial,GEE exchangeable/entity-clustered,is_flag_or_com ~ C(distribution_request_assigned) * C(model_id) + C(distribution_request_assigned) * C(ratio) + C(strategy) + C(domain) + C(layout_index),C(distribution_request_assigned)[T.1.0],-2.9308813215404377,1.1625548167721929,-2.5210693545427505,0.01169987893590792,-5.209446892467497,-0.6523157506133783,1113,75,log_odds,0.05334999891667155,0.005464695416090833,0.520838247641055
RQ4 secondary assigned-arm complete-case effect on is_flag_or_com,is_flag_or_com,binomial,GEE exchangeable/entity-clustered,is_flag_or_com ~ C(distribution_request_assigned) * C(model_id) + C(distribution_request_assigned) * C(ratio) + C(strategy) + C(domain) + C(layout_index),C(model_id)[T.deepseek/deepseek-v4-flash],-2995.33434687961,0.2556704866326929,-11715.604668844062,0.0,-2995.83545182532,-2994.8332419339004,1113,75,log_odds,0.0,0.0,0.0
RQ4 secondary assigned-arm complete-case effect on is_flag_or_com,is_flag_or_com,binomial,GEE exchangeable/entity-clustered,is_flag_or_com ~ C(distribution_request_assigned) * C(model_id) + C(distribution_request_assigned) * C(ratio) + C(strategy) + C(domain) + C(layout_index),C(model_id)[T.gemini-3.5-flash],3.9165792525454832,0.48085651615411096,8.145006090112437,3.7926282158713796e-16,2.974117799152023,4.859040705938943,1113,75,log_odds,50.228332129667855,19.572348888202136,128.90048930452969
RQ4 secondary assigned-arm complete-case effect on is_flag_or_com,is_flag_or_com,binomial,GEE exchangeable/entity-clustered,is_flag_or_com ~ C(distribution_request_assigned) * C(model_id) + C(distribution_request_assigned) * C(ratio) + C(strategy) + C(domain) + C(layout_index),C(ratio)[T.2:2],2.0311636151842505,0.5441487819471725,3.732735756415681,0.00018941127241055644,0.9646516003364531,3.0976756300320476,1113,75,log_odds,7.6229513820188,2.623873340621094,22.14641494808866
RQ4 secondary assigned-arm complete-case effect on is_flag_or_com,is_flag_or_com,binomial,GEE exchangeable/entity-clustered,is_flag_or_com ~ C(distribution_request_assigned) * C(model_id) + C(distribution_request_assigned) * C(ratio) + C(strategy) + C(domain) + C(layout_index),C(ratio)[T.3:1],-3.039878888936731,0.6782095876002835,-4.482211612036876,7.387343586771111e-06,-4.369145254603049,-1.7106125232704128,1113,75,log_odds,0.04784068317935896,0.012662058780396506,0.18075504203244028
RQ4 secondary assigned-arm complete-case effect on is_flag_or_com,is_flag_or_com,binomial,GEE exchangeable/entity-clustered,is_flag_or_com ~ C(distribution_request_assigned) * C(model_id) + C(distribution_request_assigned) * C(ratio) + C(strategy) + C(domain) + C(layout_index),C(ratio)[T.3:2],-0.31501389470954616,0.5442494279170711,-0.5788042734654849,0.5627212472914903,-1.381723172033534,0.7516953826144415,1113,75,log_odds,0.7297787341350661,0.2511454132272876,2.120592185825807
RQ4 secondary assigned-arm complete-case effect on is_flag_or_com,is_flag_or_com,binomial,GEE exchangeable/entity-clustered,is_flag_or_com ~ C(distribution_request_assigned) * C(model_id) + C(distribution_request_assigned) * C(ratio) + C(strategy) + C(domain) + C(layout_index),C(ratio)[T.4:1],-2634.9910988326546,4.247286740963356e-15,-6.203939737383951e+17,0.0,-2634.9910988326546,-2634.9910988326546,1113,75,log_odds,0.0,0.0,0.0
RQ4 secondary assigned-arm complete-case effect on is_flag_or_com,is_flag_or_com,binomial,GEE exchangeable/entity-clustered,is_flag_or_com ~ C(distribution_request_assigned) * C(model_id) + C(distribution_request_assigned) * C(ratio) + C(strategy) + C(domain) + C(layout_index),C(domain)[T.general],0.1837082434594136,0.2646569635400773,0.694137199347088,0.4875961718725774,-0.33500987333686805,0.7024263602556953,1113,75,log_odds,1.2016651782719725,0.7153310236135253,2.0186447295085674
RQ4 secondary assigned-arm complete-case effect on is_flag_or_com,is_flag_or_com,binomial,GEE exchangeable/entity-clustered,is_flag_or_com ~ C(distribution_request_assigned) * C(model_id) + C(distribution_request_assigned) * C(ratio) + C(strategy) + C(domain) + C(layout_index),C(distribution_request_assigned)[T.1.0]:C(model_id)[T.deepseek/deepseek-v4-flash],2996.2067686272685,0.255670486632691,11719.016958464075,0.0,2995.7056636815587,2996.7078735729783,1113,75,log_odds,,,
RQ4 secondary assigned-arm complete-case effect on is_flag_or_com,is_flag_or_com,binomial,GEE exchangeable/entity-clustered,is_flag_or_com ~ C(distribution_request_assigned) * C(model_id) + C(distribution_request_assigned) * C(ratio) + C(strategy) + C(domain) + C(layout_index),C(distribution_request_assigned)[T.1.0]:C(model_id)[T.gemini-3.5-flash],0.825024018826661,1.0586325941378205,0.7793298859257052,0.4357854141287356,-1.2498577385436755,2.8999057761969977,1113,75,log_odds,2.2819355740860856,0.286545558349161,18.17243301302367
RQ4 secondary assigned-arm complete-case effect on is_flag_or_com,is_flag_or_com,binomial,GEE exchangeable/entity-clustered,is_flag_or_com ~ C(distribution_request_assigned) * C(model_id) + C(distribution_request_assigned) * C(ratio) + C(strategy) + C(domain) + C(layout_index),C(distribution_request_assigned)[T.1.0]:C(ratio)[T.2:2],2.6052962294966537,0.9095314838363712,2.864437653667147,0.0041775038244573825,0.822647278372092,4.387945180621216,1113,75,log_odds,13.53523424456228,2.276518445596715,80.47488761161827
RQ4 secondary assigned-arm complete-case effect on is_flag_or_com,is_flag_or_com,binomial,GEE exchangeable/entity-clustered,is_flag_or_com ~ C(distribution_request_assigned) * C(model_id) + C(distribution_request_assigned) * C(ratio) + C(strategy) + C(domain) + C(layout_index),C(distribution_request_assigned)[T.1.0]:C(ratio)[T.3:1],-6842.764765394737,0.0,-inf,0.0,-6842.764765394737,-6842.764765394737,1113,75,log_odds,0.0,0.0,0.0
RQ4 secondary assigned-arm complete-case effect on is_flag_or_com,is_flag_or_com,binomial,GEE exchangeable/entity-clustered,is_flag_or_com ~ C(distribution_request_assigned) * C(model_id) + C(distribution_request_assigned) * C(ratio) + C(strategy) + C(domain) + C(layout_index),C(distribution_request_assigned)[T.1.0]:C(ratio)[T.3:2],0.5480662378035975,0.8122281166978607,0.6747688568474807,0.4998226295880328,-1.0438716181550056,2.1400040937622005,1113,75,log_odds,1.7299045573113088,0.35208888602135163,8.499472423633835
RQ4 secondary assigned-arm complete-case effect on is_flag_or_com,is_flag_or_com,binomial,GEE exchangeable/entity-clustered,is_flag_or_com ~ C(distribution_request_assigned) * C(model_id) + C(distribution_request_assigned) * C(ratio) + C(strategy) + C(domain) + C(layout_index),C(distribution_request_assigned)[T.1.0]:C(ratio)[T.4:1],-4095.1500489945424,0.0,-inf,0.0,-4095.1500489945424,-4095.1500489945424,1113,75,log_odds,0.0,0.0,0.0
